mgi_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
Slc7a13,-2.816091348,6.735719604,-3.724225205,0.001779234,0.081012198,-2.013019894
Slc7a7,1.021133822,7.197854136,4.912623307,0.000145708,0.016595343,0.487546798
Slc9a4,1.235769484,1.199675187,4.370688466,0.000450563,0.033713808,-0.327548638
Slc9a8,-1.136896134,6.31085835,-5.529517316,4.19E-05,0.008313115,1.805943373
Slco1a1,-3.776127887,6.679395701,-5.231212759,7.61E-05,0.010889712,1.169430483
Slco1a4,-1.472761953,1.196081205,-3.592942629,0.002355151,0.094689637,-1.935491414
Slco1a6,-1.107966545,6.918285837,-7.803191281,6.51E-07,0.000577406,6.022973574
Slco3a1,-1.172795409,6.534092526,-4.613863262,0.000270592,0.023900483,-0.107309348
Slco4c1,1.671767997,1.305097543,3.885900017,0.001260008,0.065221426,-1.349865656
Slitrk4,1.402506827,0.273961994,2.967841078,0.008884702,0.210585926,-3.311430519
Smcp,-1.169513064,0.393763048,-3.523106824,0.00273395,0.1036124,-2.071529184
Smoc1,-2.27262172,1.055687251,-4.903315335,0.000148525,0.016627287,0.790276325
Smpd2,-1.310848564,5.417851298,-4.180928491,0.000672823,0.043694848,-0.928741001
Smpdl3b,1.064611934,2.733016733,4.938279342,0.000138223,0.015910386,0.832289817
Snca,-1.048770067,0.551896664,-3.52739144,0.002709053,0.103053253,-2.074574537
Snhg1,1.173686244,4.642085954,3.731383191,0.001752242,0.080166005,-1.92597143
Snhg11,-2.629229172,4.101797304,-6.812936284,3.66E-06,0.001913263,4.403638108
Snx31,-2.069643884,3.950752212,-4.936257505,0.000138799,0.015934221,0.720107259
Sorcs1,-2.155864239,0.727398184,-6.701270021,4.49E-06,0.002133536,4.316382176
Sorcs3,-1.030814693,0.303232302,-3.195468097,0.005493369,0.159863706,-2.778674422
Spata2,-1.174559334,2.411393067,-5.238959852,7.49E-05,0.010807599,1.412680958
Spats2l,-1.438919429,2.793951059,-5.109607388,9.74E-05,0.012472133,1.115444427
Spp1,1.328702843,6.415566441,4.011846297,0.0009635,0.055600358,-1.387893217
St8sia1,-2.049073844,5.728071901,-5.316029777,6.41E-05,0.009823064,1.413173581
St8sia6,-1.222026367,4.386945665,-5.447783103,4.93E-05,0.008595206,1.715017397
Stbd1,-1.008952448,2.330294833,-2.709076412,0.015237339,0.265904983,-3.892569918
Stc1,1.533472074,5.228005603,4.750821861,0.000203516,0.020295373,0.250943407
Stk16,-1.181467317,4.789828335,-4.229284226,0.000607333,0.041013902,-0.801789554
Stxbp5l,-1.476619551,1.161332197,-5.433967948,5.06E-05,0.008595206,1.890226769
Sulf2,1.063002198,4.721570745,3.558254562,0.002536265,0.098824292,-2.239983192
Susd1,1.589380985,0.808105127,4.752537458,0.000202794,0.020270018,0.487326568
Suv39h1,1.01317414,4.399764633,6.46958533,6.87E-06,0.002860975,3.734625651
Sv2a,1.139250066,5.562661585,5.554764048,3.98E-05,0.008017641,1.894417705
Syna,1.11178741,0.592794215,2.957659907,0.009076766,0.212232544,-3.24260671
Sypl2,-1.337921376,6.266201991,-4.656536731,0.000247563,0.022623968,0.027497461
Sytl3,1.170093258,1.080658454,2.601409076,0.019013374,0.265904983,-3.957068006
Sytl3,1.170093258,1.080658454,2.601409076,0.019013374,0.265904983,-3.957068006
Sytl3,1.170093258,1.080658454,2.601409076,0.019013374,0.265904983,-3.957068006
Sytl4,-1.021907007,1.33199381,-3.054569879,0.007401622,0.18899244,-3.040353444
Tbx10,-2.658020207,3.118090641,-4.237368024,0.000597032,0.040820782,-0.666354925
Tcf19,1.054910326,1.758572584,4.434888492,0.000393631,0.030862962,-0.199714576
Tchhl1,2.329745277,3.311092311,5.919501584,1.95E-05,0.005025407,2.708780914
Tex15,1.325400225,1.319520187,4.905967608,0.000147716,0.016627287,0.784417949
Tgm1,-1.367570935,0.845313933,-3.628091414,0.002184802,0.090258821,-1.858769887
Them6,1.364578711,4.049014777,5.339758231,6.12E-05,0.009452374,1.531139494
Tlcd2,-1.009289346,2.804367814,-4.220657219,0.000618524,0.041375141,-0.700242986
Tm4sf5,-1.288369709,5.45466418,-3.895561669,0.001234315,0.064440489,-1.528892785
Tm6sf2,1.012052878,4.335199876,4.070035967,0.000851355,0.051678319,-1.154076786
Tmco3,-1.004857228,5.355966746,-3.165758172,0.005850583,0.164210922,-3.129316091
Tmem145,1.150594823,0.333825202,3.191644615,0.005538108,0.160434607,-2.784718165
Tmem151b,1.363511519,2.44410332,3.992303685,0.001004419,0.057123829,-1.128267711
Tmem158,-1.448226913,2.356077369,-2.869653391,0.010914349,0.240026934,-3.509642882
Tmem169,-1.254520323,1.901241531,-3.527483582,0.00270852,0.103053253,-2.118787726
Tmem174,-1.059820014,8.248556586,-5.099449681,9.94E-05,0.012580417,0.828887222
Tmem178,-1.224031022,7.286569965,-3.776402766,0.00159164,0.075450372,-1.908081626
Tmem2,-1.048766141,5.089276009,-4.432199356,0.000395862,0.03098176,-0.40124839
Tmem237,-1.69855871,4.133565783,-5.540539305,4.10E-05,0.008208678,1.884548323
Tmem30a,-1.019382369,6.767734884,-5.05747038,0.000108292,0.013373128,0.780091745
Tmem43,1.37829982,3.17734819,5.738893165,2.77E-05,0.006490531,2.381879699
Tmem45b,-1.223697143,0.839473315,-4.21577689,0.000624947,0.041484233,-0.623445674
Tmem52,1.509763372,3.516865512,4.70030405,0.000226018,0.021499,0.281862615
Tmem64,-1.364038749,6.348465908,-6.334445748,8.85E-06,0.003088471,3.372907222
Tmprss9,-1.412709093,1.059696783,-2.587734079,0.019552646,0.265904983,-3.968082919
Tmtc4,-1.400488878,3.765002471,-6.968357368,2.77E-06,0.00159697,4.674873775
Tnfrsf11a,-1.444443182,2.259057984,-6.792031981,3.80E-06,0.001959291,4.448055403
Tpk1,-1.384610172,4.42602191,-5.624867427,3.47E-05,0.007250158,2.035633146
Trabd2b,-1.498469351,5.388748059,-8.126787051,3.80E-07,0.000433238,6.637743755
Trem2,1.173098232,0.49059936,2.303425815,0.034656327,0.372930341,-4.505241311
Trf,1.65468593,4.017870827,2.49276636,0.023719768,0.293731493,-4.328694643
Trib3,1.51758326,1.926824279,3.568657668,0.002480535,0.09759779,-2.016645206
Trim16,1.262304077,1.66306171,6.360109685,8.43E-06,0.003067028,3.663383112
Trim63,-1.576057069,3.076173674,-4.390119604,0.000432498,0.033129793,-0.365298291
Trp53cor1,1.108632119,0.854596421,2.736304381,0.014403136,0.265904983,-3.692674013
Trps1,-1.441925364,5.604033045,-5.886638539,2.08E-05,0.005230849,2.534429913
Trpv5,1.29391899,3.602992902,3.400345534,0.003552649,0.121430268,-2.501137851
Tsga10,-1.100485468,4.522588751,-3.740234378,0.001719432,0.079335833,-1.856470743
Tsku,-1.178545567,2.952399163,-3.436098175,0.00329184,0.11573585,-2.374903623
Tspan13,-1.649421097,2.865914264,-6.812324035,3.67E-06,0.001913263,4.439350853
Ttbk1,-1.819018095,0.793361502,-4.473749713,0.000362783,0.029265952,-0.092542503
Ttr,-1.469373834,2.277575078,-5.369359352,5.76E-05,0.009237401,1.683852209
Tyw3,-1.653086345,4.099692881,-4.808041209,0.000180779,0.018662069,0.432221458
Ubiad1,-1.259675951,3.036591288,-3.996997271,0.000994434,0.056930013,-1.24133054
Ucp1,-1.476514301,-0.473512899,-4.177007409,0.000678437,0.04395625,-1.048011175
Ucp2,1.180389535,5.005865962,4.767410535,0.000196638,0.019791877,0.334753368
Uevld,-1.016731199,1.117108854,-4.380236572,0.000441592,0.033471301,-0.262297126
Ugt1a10,1.779659705,0.704981912,4.107543901,0.000786154,0.049097761,-0.906231645
Ugt2a3,-1.932475591,0.268265923,-5.056138407,0.000108587,0.013373128,1.119268245
Ugt2b37,-1.954822286,6.146120916,-4.744465033,0.000206217,0.020441785,0.200551097
Ugt2b38,-1.912453808,6.850975793,-6.911283732,3.07E-06,0.001701127,4.446633828
Unc13c,-1.250794638,0.981010591,-3.366211846,0.003820749,0.12789019,-2.396961186
Upk3a,-1.891430819,1.969271012,-2.99999716,0.008303755,0.201902531,-3.176921109
Uroc1,2.210097225,4.821419876,7.672423418,8.11E-07,0.000662411,5.887085574
Usp18,1.19907916,2.932396441,2.497415919,0.023497489,0.291809184,-4.220547993
Vangl2,-1.042562702,2.015786458,-4.824839257,0.00017461,0.01839827,0.625974592
Vill,-1.644248985,4.686237873,-4.903483071,0.000148473,0.016627287,0.610517119
Vnn1,1.590579747,6.402168172,4.229202291,0.000607438,0.041013902,-0.907178459
Vps8,-1.828876341,5.172354802,-6.759115561,4.04E-06,0.002012964,4.265487372
Wdfy4,-1.029107403,0.560088692,-2.768367652,0.013477117,0.265904983,-3.619560286
Wdr78,-1.022835771,1.510695709,-3.533916387,0.00267157,0.102649691,-2.074292393
Wfdc16,-1.286610713,1.559107089,-3.723998261,0.001780097,0.081012198,-1.714017447
Wfdc2,1.936254009,10.21261697,8.377167839,2.53E-07,0.000332376,6.895037758
Wtip,1.183930748,4.557957089,4.150898189,0.000717053,0.045945547,-1.036536338
Xcr1,-1.059390281,0.061188673,-2.401520788,0.028505714,0.33155799,-4.36253716
Xdh,2.138194926,3.870610356,3.640173358,0.002129137,0.088690139,-2.038634555
Xylb,-1.052357933,5.51052822,-4.677438831,0.000237023,0.022108552,0.092234541
Xylt1,-1.208947758,1.676814354,-3.800411272,0.00151212,0.0731224,-1.515178739
Ypel1,1.34315687,1.765092565,4.714355715,0.000219515,0.021206693,0.381713061
Ypel2,1.029359138,3.16959906,2.51140369,0.022840626,0.286866595,-4.29177311
Zbtb16,2.713852144,3.023807626,4.567872299,0.000297871,0.025478019,0.019770579
Zbtb20,-1.144879158,9.684158277,-6.559813262,5.82E-06,0.002492538,3.685643131
Zdhhc2,-1.164706196,3.845586369,-4.531411414,0.000321482,0.026964589,-0.168999889
Zeb2os,-1.438845609,3.297287336,-4.721827607,0.000216135,0.021020958,0.319715551
Zfp365,-1.09534763,0.812706542,-3.412714394,0.003460178,0.119403305,-2.298122998
Zfp385a,1.450816766,4.085187405,3.812331905,0.001474131,0.072138204,-1.667781649
Zfp385b,1.037464358,2.231715153,3.79778898,0.001520608,0.073287192,-1.599207154
Znrf2,-1.092885185,5.702690303,-5.438292221,5.02E-05,0.008595206,1.631630144
Zpld1,-1.032303906,0.341464033,-2.549679057,0.021131156,0.27283903,-4.049156348
